ROUTE_N_NAME;DIR;PERIOD;COND;SINCE;TILL;SEASON
Г 200 Адмирала Макарова - Южный микрорайон;<;29;СБ-ВС;16:00;19:00;Круглогодично
Г 202 Школа-лицей №2 - Городской Дворец культуры;<;12;СБ-ВС;16:00;19:00;Круглогодично
Г 203 Кузнецовский затон - ТРЦ Планета;<;27;СБ-ВС;16:00;19:00;Круглогодично
Г 204 Улица Вологодская - Больница №18;<;31;СБ-ВС;16:00;19:00;Круглогодично
Г 205 Улица Парковая - Телецентр;<;20;СБ-ВС;16:00;19:00;Круглогодично
Г 206 Паромная переправа -Базилевские сады;<;60;СБ-ВС;15:30;17:00;Летнее
Г 207 Уфимский ДОК - ТРЦ Планета;<;20;СБ-ВС;16:00;19:00;Круглогодично
Г 209 ОК Сипайловский - АБЗ;<;24;СБ-ВС;16:00;19:00;Круглогодично
Г 217 Северный автовокзал - п. Максимовка;<;20;СБ-ВС;16:00;19:00;Круглогодично
Г 218 Микрорайон Дема (Ул. Гилева) - Дема-2;<;32;СБ-ВС;16:00;19:00;Круглогодично
Г 220 Профилакторий «Радуга» - Южный автовокзал;<;15;СБ-ВС;16:00;19:00;Круглогодично
Г 222 Оздоровительный комплекс «Сипайловский» - Больница №18;<;16;СБ-ВС;16:00;19:00;Круглогодично
Г 229 Оздоровительный комплекс «Сипайловский» - Торгово-сервисный комплекс «Северный» - Химпром;<;20;СБ-ВС;16:00;19:00;Круглогодично
Г 236 Филиал «Уфагаз» ОАО «Газсервис» (Уфагаз) - Ледовый дворец «Уфа-Арена» - Микрорайон Шакша;<;27;СБ-ВС;16:00;19:00;Круглогодично
Г 238 Микрорайон Молодёжный - ул. Дзержинского;<;31;СБ-ВС;16:00;19:00;Круглогодично
Г 246 Мега-Икеа - Микрорайон Мечта;<;60;СБ-ВС;16:00;19:00;Круглогодично
Г 251 Оздоровительный комплекс «Сипайловский» - Железнодорожный вокзал - Ул. Дзержинского;<;16;СБ-ВС;16:00;19:00;Круглогодично
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;13;СБ-ВС;16:00;19:00;Круглогодично
Г 264 ОК Сипайловский - Телецентр;<;29;СБ-ВС;16:00;19:00;Круглогодично
Г 278 Улица Рощинская - Больница №21;<;34;СБ-ВС;16:00;19:00;Круглогодично
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;60;СБ-ВС;16:00;19:00;Круглогодично
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;30;СБ-ВС;16:00;19:00;Круглогодично
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;43;СБ-ВС;16:00;19:00;Круглогодично
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;90;СБ-ВС;16:00;19:00;Круглогодично
Г 296 ТЭЦ-1 - Вотикеево;<;90;СБ-ВС;16:00;19:00;Круглогодично
Г 299 ДК УМПО - Микрорайон Базилевка - Микрорайон «Федоровка»;<;40;СБ-ВС;16:00;19:00;Круглогодично
Г 300 Радуга - ДК УМПО;<;60;СБ-ВС;16:00;19:00;Круглогодично
М 2(г) Северный автовокзал - ТСК Пушкинский;<;4;СБ-ВС;16:00;19:00;Круглогодично
М 3(г) ТЭЦ-1 - Белореченский мкрн.;<;11;СБ-ВС;16:00;19:00;Круглогодично
М 4(г) Уфа-АвтоВАЗ - Белореченский мкрн.;<;8;СБ-ВС;16:00;19:00;Круглогодично
М 5(г) ОК Сипайловский - ТСК Пушкинский;<;5;СБ-ВС;16:00;19:00;Круглогодично
М 7(г) Уфимский ДОК - ТЭЦ-1;<;13;СБ-ВС;16:00;19:00;Круглогодично
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;4;СБ-ВС;16:00;19:00;Круглогодично
М11(г) ул. Дзержинского - ул. Софьи Перовской - Белореченский мкрн.;<;14;СБ-ВС;16:00;19:00;Круглогодично
М12(г) ул. Дзержинского - Белореченский мкрн.;<;16;СБ-ВС;16:00;19:00;Круглогодично
М13(г) МЕГА-Уфа - Южный Автовокзал;<;16;СБ-ВС;16:00;19:00;Круглогодично
Н-01 ТК Центральный - Елкибаево;<;10;СБ-ВС;16:00;19:00;Круглогодично
Н-02 Клиника БГМУ - Жилино;<;18;СБ-ВС;16:00;19:00;Круглогодично
Н-03 Ж.д. ст. Дёма-2 - Романовка;<;32;СБ-ВС;16:00;19:00;Круглогодично
Г 001(Тм) Железнодорожный вокзал - Санаторий «Зеленая роща»;<;50;СБ-ВС;16:00;19:00;Круглогодично
Г 008(Тм) Ул. Интернациональная - Парк им. Калинина;<;14;СБ-ВС;16:00;19:00;Круглогодично
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;60;СБ-ВС;16:00;19:00;Круглогодично
М 1(г) Инорс - ТСК Пушкинский;<;6;СБ-ВС;16:00;19:00;Круглогодично
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;60;СБ-ВС;16:00;19:00;Круглогодично
М 6(г) Театр кукол - Белореченский мкрн.;<;8;СБ-ВС;16:00;19:00;Круглогодично
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;8;СБ-ВС;16:00;19:00;Круглогодично
М10(г) Кадетский корпус - ТК Центральный;<;5;СБ-ВС;16:00;19:00;Круглогодично
Г 009 Северный автовокзал - Пос. Турбаслы;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 010 ДК УМПО - пос. Максимовка;<;11;СБ-ВС;19:00;20:00;Круглогодично
Г 015 Северный автовокзал - Северное кладбище;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 016А Ул. Крайняя - ул. Дагестанская;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 024 Левый берег р. Белой - Школа №128;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 027 Оздоровительный комплекс «Сипайловский» - ТЭЦ-1;<;44;СБ-ВС;19:00;20:00;Круглогодично
Г 034 Ул. Гилева - Узловая автобаза;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 035 ст. Шакша - ДК УМПО;<;43;СБ-ВС;19:00;20:00;Круглогодично
Г 039 Гостиница «Башкортостан» - Ул. Ю. Гагарина;<;43;СБ-ВС;19:00;20:00;Круглогодично
Г 043 Северный автовокзал - Новые Черкассы;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 055 мкр Белореченский - ТК Центральный;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 057А Уфимское управление буровых работ - Больница №21;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 071 Уфимский ДОК- ТРЦ Планета;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 073 Больница №21 - ТЦ МЕГА-УФА;<;40;СБ-ВС;19:00;20:00;Круглогодично
Г 200 Адмирала Макарова - Южный микрорайон;<;58;СБ-ВС;19:00;20:00;Круглогодично
Г 202 Школа-лицей №2 - Городской Дворец культуры;<;30;СБ-ВС;19:00;20:00;Круглогодично
Г 203 Кузнецовский затон - ТРЦ Планета;<;54;СБ-ВС;19:00;20:00;Круглогодично
Г 204 Улица Вологодская - Больница №18;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 205 Улица Парковая - Телецентр;<;45;СБ-ВС;19:00;20:00;Круглогодично
Г 206 Паромная переправа -Базилевские сады;<;60;СБ-ВС;17:00;18:00;Летнее
Г 207 Уфимский ДОК - ТРЦ Планета;<;40;СБ-ВС;19:00;20:00;Круглогодично
Г 209 ОК Сипайловский - АБЗ;<;40;СБ-ВС;19:00;20:00;Круглогодично
Г 217 Северный автовокзал - п. Максимовка;<;30;СБ-ВС;19:00;20:00;Круглогодично
Г 218 Микрорайон Дема (Ул. Гилева) - Дема-2;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 220 Профилакторий «Радуга» - Южный автовокзал;<;30;СБ-ВС;19:00;20:00;Круглогодично
Г 222 Оздоровительный комплекс «Сипайловский» - Больница №18;<;30;СБ-ВС;19:00;20:00;Круглогодично
Г 229 Оздоровительный комплекс «Сипайловский» - Торгово-сервисный комплекс «Северный» - Химпром;<;30;СБ-ВС;19:00;20:00;Круглогодично
Г 236 Филиал «Уфагаз» ОАО «Газсервис» (Уфагаз) - Ледовый дворец «Уфа-Арена» - Микрорайон Шакша;<;54;СБ-ВС;19:00;20:00;Круглогодично
Г 238 Микрорайон Молодёжный - ул. Дзержинского;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 246 Мега-Икеа - Микрорайон Мечта;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 251 Оздоровительный комплекс «Сипайловский» - Железнодорожный вокзал - Ул. Дзержинского;<;32;СБ-ВС;19:00;20:00;Круглогодично
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;16;СБ-ВС;19:00;20:00;Круглогодично
Г 264 ОК Сипайловский - Телецентр;<;58;СБ-ВС;19:00;20:00;Круглогодично
Г 278 Улица Рощинская - Больница №21;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;45;СБ-ВС;19:00;20:00;Круглогодично
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;90;СБ-ВС;19:00;20:00;Круглогодично
Г 296 ТЭЦ-1 - Вотикеево;<;90;СБ-ВС;19:00;20:00;Круглогодично
Г 299 ДК УМПО - Микрорайон Базилевка - Микрорайон «Федоровка»;<;60;СБ-ВС;19:00;20:00;Круглогодично
Г 300 Радуга - ДК УМПО;<;60;СБ-ВС;19:00;20:00;Круглогодично
М 2(г) Северный автовокзал - ТСК Пушкинский;<;6;СБ-ВС;19:00;20:00;Круглогодично
М 3(г) ТЭЦ-1 - Белореченский мкрн.;<;22;СБ-ВС;19:00;20:00;Круглогодично
